英雄人物,69
托尔斯泰,68
经济信息,68
中华民国,68
改良主义,68
中央军委,68
大兴安岭,67
水土流失,67
不约而同,67
不慌不忙,67
一九八０,67
劳动强度,67
土地革命,67
流通领域,67
教条主义,67
国家预算,67
自然而然,66
莎士比亚,66
交通工具,66
一百二十,65
众所周知,65
恍然大悟,65
东南沿海,65
勤工俭学,64
安定团结,64
巴勒斯坦,64
鸦片战争,64
丰富多采,64
印第安人,64
生物学家,64
人民大众,63
喜出望外,63
十年动乱,63
截然不同,63
国营农场,63
前所未有,63
高高兴兴,63
一九五八,63
经济学家,62
一成不变,62
感觉器官,62
市场经济,62
从此以后,62
政治路线,62
投机倒把,62
科学管理,62
新闻记者,62
等价交换,62
基本路线,62
代表会议,61
脊椎动物,61
希尔伯特,61
绝对真理,61
一模一样,61
中枢神经,61
垄断资本,61
一九五一,60
非生产性,60
理所当然,60
思想意识,60
扎扎实实,60
总而言之,60
气喘吁吁,60
一九五三,60
中央政府,59
金属元素,59
知识青年,59
血红蛋白,59
信贷资金,59
唯物史观,59
势力范围,59
混为一谈,59
一年四季,59
阿拉伯人,59
绿色植物,59
经济合同,58
实实在在,58
对立统一,58
系统工程,58
航天飞机,58
长篇小说,58
保加利亚,58
孙子兵法,58
中央集权,58
他老人家,57
国计民生,57
本职工作,57
宇宙飞船,57
北京大学,57
急急忙忙,57
一九五七,57
解放思想,57
共青团员,56
恰恰相反,56
集市贸易,56
整整齐齐,56
政治体制,56
拉丁美洲,56
千变万化,56
植树造林,56
国家机器,56
野生动物,56
五四运动,56
海洋生物,55
劳动条件,55
农民运动,55
乌鲁木齐,55
一九八四,55
分子结构,55
男女老少,55
突如其来,55
聪明才智,55
津津有味,55
剩余产品,55
农民战争,55
久而久之,55
物理化学,55
基层干部,54
古典主义,54
基本矛盾,54
市场体系,54
全神贯注,54
想方设法,54
霸权主义,54
一天到晚,54
西双版纳,54
断断续续,54
婚姻自由,53
工业经济,53
短篇小说,53
多种经营,53
这么回事,53
巴基斯坦,53
商品市场,53
显而易见,53
心力衰竭,53
拨乱反正,53
宗教改革,53
私营经济,53
义务教育,53
一九五四,52
异口同声,52
由此可知,52
百花齐放,52
文化遗产,52
可想而知,52
农业机械,52
社会学家,52
漫不经心,52
主观主义,52
微量元素,52
血液循环,52
五光十色,52
巴尔扎克,52
相对湿度,52
目瞪口呆,52
眼花缭乱,51
五颜六色,51
不顾一切,51
黄金时代,51
千差万别,51
争先恐后,51
民事诉讼,51
自然选择,51
小农经济,51
热带雨林,51
随时随地,51
有色金属,51
教学计划,51
